건강증진센터명,건강증진센터구분,소재지도로명주소,소재지지번주소,위도,경도,건강증진업무내용,운영시작시각,운영종료시각,휴무일정보,건물면적,의사수,간호사수,사회복지사수,영양사수,기타인력현황,기타이용안내,운영기관전화번호,운영기관명,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
빛가람건강생활지원센터,건강증진,전라남도 나주시 빛가람로 721,전라남도 나주시 빛가람동 202,35.0222054,126.790659,건강증진실 운영+신체활동프로그램+임산부 및 영유아프로그램+금연상담 등,09:00,18:00,매주 토요일+일요일+공휴일,641.58,0,2,0,0,치위생사(1)+작업치료사(1)+물리치료사(1),,061-339-4751,나주시 보건소,061-339-4751,전라남도 나주시 보건소,2022-11-22,4830000,전라남도 나주시
남동구정신건강복지센터,정신보건,"인천광역시 남동구 인주대로 819, 6층",인천광역시 남동구 구월동 1318-3,37.4488382,126.728235,만성정신질환관리사업+정신건강증진사업+아동청소년정신건강사업+자살예방사업,09:00,18:00,토요일+일요일+공휴일,325,1,1,21,,,,032-465-6412,의료법인 정진의료재단 영화병원,032-453-5802,치매정신건강과,2022-11-21,3530000,인천광역시 남동구
건강생활지원센터,건강증진,부산광역시 중구 흑교로48,부산광역시 중구 보수동1가 95-3,35.103775,129.025356,건강측정+상담 및 프로그램 운영,09:00,18:00,주말+공휴일,886.038,0,1,0,1,물리치료사(1)+운동처방사(1)+건강매니저(1),,051-600-4721,중구보건소,051-600-4741,중구보건소,2022-11-17,3250000,부산광역시 중구
건강체험실,건강증진,부산광역시 연제구 연제로2,부산광역시 연제구 연산동 1555,35.17621174,129.0797456,구민 건강증진프로그램 운영,09:00,18:00,토+일+공휴일,239.4,0,0,0,2,2,인바디사전예약요망,051-665-4818,부산광역시 연제구보건소,051-665-5540,부산광역시 연제구보건소,2022-11-23,3370000,부산광역시 연제구
사상구건강증진센터,건강증진,부산광역시 사상구 가야대로196번길 51,부산광역시 사상구 학장동 288-12,35.14744572,128.9948744,체성분 측정 및 운동 처방+혈압혈당측정 및 상담+금연클리닉 등,09:00,18:00,토요일+일요일+공휴일,17993,0,1,0,1,운동처방사(2),코로나로인한휴무,051-310-3393,부산광역시 사상구보건소 건강증진계,051-310-4831,부산광역시 사상구보건소,2022-11-23,3390000,부산광역시 사상구
영천시정신건강복지센터,정신보건,경상북도 영천시 조양공원길 21,경상북도 영천시 창구동 7,35.966608,128.9322974,정신건강관리,09:00,18:00,토+일요일+공휴일,,1,7,7,,임상심리사(2)+행정사무원(1),,054-331-6770,,054-339-7838,영천시 보건소,2022-10-18,5100000,경상북도 영천시
구미시정신건강복지센터,정신보건,경상북도 구미시 선산대로 111,경상북도 구미시 지산동 853-12,36.13993105,128.3459831,"중증정신질환자 관리, 자살예방, 정신건강증진",09:00,18:00,토+일+공휴일,,0,16,10,0,2,,054-444-0199,경북대학교,054-480-4062,경상북도 구미시 구미보건소,2022-10-21,5080000,경상북도 구미시
구미중독관리통합지원센터,정신보건,경상북도 구미시 검성로 115,경상북도 구미시 황상동 110,36.11857165,128.4314026,"알코올, 도박, 인터넷, 약물 중독관리",09:00,18:00,토+일+공휴일,,1,0,5,0,1,,054-474-9791,대구가톨릭사회복지재단,054-480-4062,경상북도 구미시 구미보건소,2022-10-21,5080000,경상북도 구미시
양평군 건강관리동부센터(추가),건강증진,"경기도 양평군 용문면 용문로 391, 동부청소년문화의집 내 3층",경기도 양평군 용문면 다문리 344-5,37.4868945389,127.5962016791,운동+질환+영양+심뇌혈관,09:00,18:00,토요일+일요일+공휴일,427,0,0,0,0,2(운동처방사),,031-770-3494,양평군보건소,031-770-3494,경기도 양평군보건소,2022-11-17,4170000,경기도 양평군
울산광역시 동구보건소 건강증진센터,건강증진,울산광역시 동구 봉수로 155,울산광역시 동구 화정동 222,35.50506971,129.4164300357,장애인 전용 건강증진 프로그램 운영,09:00,18:00,공휴일+일요일+토요일,277.38,1,1,0,0,"물리치료사(2), 운동처방사(1)",12:00~13:00 중식시간 이용불가,052-209-4058,울산동구보건소,052-209-4053,울산광역시동구보건소,2022-11-11,3710000,울산광역시 동구
울산광역시동구정신건강증진센터,정신보건,울산광역시 동구 봉수로 155,울산광역시 동구 화정동 222,35.50506971,129.4164300357,"만성정신질환자관리, 지역주민 정신건강증진, 아동청소년정신보건, 자살예방사업",09:00,18:00,공휴일+일요일+토요일,178.5,1,0,7,0,정신보건임상심리사(2),12:00~13:00 중식시간 이용불가,052-209-1040,울산대학교병원,052-209-6968,울산광역시동구보건소,2022-11-11,3710000,울산광역시 동구
건강증진센터,건강증진,경기도 광주대로 91 제이지빌딩 2층,광주시 송정동 100-1 2층,37.414811,127.259611,금연업무+ 건강생활실천업무+ 대사증후군관리+ 영양관리+ 절주및비만관리 업무+ 노인건강증진업무,09:00,18:00,토요일+일요일+공휴일,49877,0,3,0,1,기타(7),,031-760-2549,경기도 광주시청,031-760-2110,광주시청,2022-09-21,5540000,경기도 광주시
정신건강복지센터,정신보건,경상남도 거제시 수양로 506,경상남도 거제시 양정동 981,34.89168757,128.6365604,"정신건강사업,자살예방사업",09:00,18:00,주말+공휴일,27002,1,13,2,,3물리치료사1작업치료사1,,055-639-6119,,055-639-6200,거제시보건소,2022-10-21,5370000,경상남도 거제시
