허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
수목원테마파크,1,제주특별자치도,제주시,제주특별자치도 제주시 은수길 69 (연동),제주특별자치도 제주시 연동 1320,33.47065036,126.4882178,18,0,2021-01-14,2021-12-31,연중무휴,19:00,22:00,19:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주시 위생관리과,064-728-2623,2021-09-23,6510000,제주특별자치도 제주시
새별오름,8,제주특별자치도,제주시,,제주특별자치도 제주시 애월읍 봉성리 4554,33.36155908,126.3636535,8,년 36750원,2021-01-01,2021-12-31,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주시 위생관리과,064-728-2623,2021-09-23,6510000,제주특별자치도 제주시
신포청년몰,99,인천광역시,중구,"인천광역시 중구 우현로35번길 7-2, 9-2",,37.4705030503,126.6267195559,2,연 1302730원 (부가세 포함),2018-04-24,2022-12-31,월,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,11:00,20:00,없음,인천광역시,032-760-7347,2022-08-30,3490000,인천광역시 중구
커피화이트컵,99,충청북도,상당구,"충청북도 청주시 상당구 다리실로249번길 181-14, 1층 (월오동)",충청북도 청주시 상당구 월오동 113-1,,,1,0,2019-01-02,2025-12-31,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 상당구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
청남대별장푸드,99,충청북도,상당구,충청북도 청주시 상당구 문의면 회남문의로 1550,충청북도 청주시 상당구 문의면 괴곡리 266-1,,,,0,2019-04-15,2029-12-31,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 상당구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
흥부네부뚜막&카페,99,충청북도,상당구,충청북도 청주시 상당구 가덕면 병암리 95-5,충청북도 청주시 상당구 가덕면 병암리 95-5,,,,0,2020-02-11,2024-05-31,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 상당구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
부떡부떡떡볶이,99,충청북도,상당구,"충청북도 청주시 상당구 중고개로142번길 31 (용암동, 시티프라디움 1단지)",충청북도 청주시 상당구 용암동 3146 시티프라디움 1단지 알뜰장터 내,,,,0,2022-07-04,2023-05-24,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 상당구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
나니돈까스.탕수육,99,충청북도,상당구,"충청북도 청주시 상당구 중고개로142번길 31 (용암동, 시티프라디움 1단지)",충청북도 청주시 상당구 용암동 3146 시티프라디움 1단지,,,,0,2022-08-12,2023-05-24,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 상당구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
츄로츄러스,99,충청북도,흥덕구,충청북도 청주시 흥덕구 오송읍 오송가락로 123 (오송역 서광장),충청북도 청주시 흥덕구 오송읍 봉산리 370-31 오송역 서광장,,,,0,2016-10-07,2029-12-31,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
도담다방,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 무심서로 857, 청주시차량등록사업소 1층 (신봉동)",충청북도 청주시 흥덕구 신봉동 491 청주시차량등록사업소,,,,0,2018-02-21,2023-02-28,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
야미(Yummy),99,충청북도,흥덕구,"충청북도 청주시 흥덕구 오송읍 오송가락로 123, 오송역 일원동",충청북도 청주시 흥덕구 오송읍 봉산리 370-31 오송역,,,,0,2018-10-18,2029-12-31,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
맛붐,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 2순환로 1004, 롯데아울렛 청주점 1층 광장호 (비하동)",충청북도 청주시 흥덕구 비하동 811 롯데아울렛 청주점,,,,0,2019-03-07,2020-02-29,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
매튜516,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 2순환로 1004, 롯데아울렛 청주점 광장 1층 (비하동)",충청북도 청주시 흥덕구 비하동 811 롯데아울렛 청주점,,,,0,2019-10-10,2029-12-31,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
맘스타,99,충청북도,흥덕구,"충청북도 청주시 흥덕구 2순환로 1004, 롯데아울렛 청주점 1층 정문광장호 (비하동)",충청북도 청주시 흥덕구 비하동 811 롯데아울렛 청주점,,,,0,2020-01-22,2029-12-31,연중무휴,10:00,20:00,10:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,충청북도 청주시 흥덕구청,043-201-1972,2022-08-18,5710000,충청북도 청주시
왕송호수공원,4,경기도,의왕시,,경기도 의왕시 초평동 278번지 9호 왕송호수공원 내,,,1,년 33290원,2016-12-20,2019-12-14,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 의왕시,031-345-2821,2022-11-23,4030000,경기도 의왕시
왕송호수공원,4,경기도,의왕시,,경기도 의왕시 초평동 278번지 9호 왕송호수공원 내,,,1,년 33290원,2016-12-05,2019-12-04,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 의왕시,031-345-2821,2022-11-23,4030000,경기도 의왕시
의왕시청,8,경기도,의왕시,"경기도 의왕시 시청로 11 (고천동, 의왕시청)",경기도 의왕시 고천동 171번지 의왕시청,37.34531807,126.9679891,1,년 349910원,2017-03-20,2018-08-31,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 의왕시,031-345-2821,2022-11-23,4030000,경기도 의왕시
자연학습공원,4,경기도,의왕시,"경기도 의왕시 왕송못동로 307 (월암동, 자연학습공원 내)",경기도 의왕시 월암동 543번지 3호 자연학습공원 내,37.30710763,126.9531458,1,년 39930원,2017-06-07,2018-11-03,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 의왕시,031-345-2821,2022-11-23,4030000,경기도 의왕시
청계TG졸음쉼터,7,경기도,의왕시,"경기도 의왕시 안양판교로 476 (청계동, 서울외곽고속도로 청계TG졸음쉼터 내)",경기도 의왕시 청계동 산 8번지 18호 서울외곽고속도로 청계TG졸음쉼터 내,37.39327011,127.0223096,1,월 100000원,2018-02-23,2019-02-28,연중무휴,08:00,19:00,08:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 의왕시,031-345-2821,2022-11-23,4030000,경기도 의왕시
청계산 공영주차장,99,경기도,의왕시,,경기도 의왕시 청계동 77번지 청계산 공영주차장,,,1,년 20790원,2017-09-27,2018-12-31,월요일+화요일+수요일+목요일+금요일,00:00,00:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 의왕시,031-345-2821,2022-11-23,4030000,경기도 의왕시
남항대교 하부,08,부산광역시,영도구,,부산광역시 영도구 영선동4가 186-71,35.08212632,129.0390876,2,연 460350원,2021-01-27,2023-01-26,연중무휴,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,,부산광역시 영도구청,051-419-4653,2022-11-22,3280000,부산광역시 영도구
동강시스타,2,강원도,영월군,강원도 영월군 영월읍 사지막길 160,,,,,0,2019-12-27,2020-12-27,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,강원도 영월군청,033-370-2312,2022-11-22,4270000,강원도 영월군
영월맨션아파트,99,강원도,영월군,강원도 영월군 영월읍 하송안길 89,,,,,0,2020-06-27,2020-07-18,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,강원도 영월군청,033-370-2312,2022-11-22,4270000,강원도 영월군
히어리캠핑장펜션,2,강원도,영월군,강원도 영월군 김삿갓면 김삿갓로 587-6,,,,,0,2021-06-03,2022-05-31,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,강원도 영월군청,033-370-2312,2022-11-22,4270000,강원도 영월군
용지문화공원,4,경상남도,창원시 성산구,경상남도 창원시 성산구 중앙대로186번길 13,경상남도 창원시 성산구 신월동 98,,,1,연79750원,2022-10-28,2023-10-27,연중무휴,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,커피등음료및간식류,경상남도 창원시 성산구청,055-272-4553,2022-11-16,5670000,경상남도 창원시
진해구민회관,99,경상남도,창원시 진해구,경상남도 창원시 진해구 진해대로325,경상남도 창원시 진해구 태백동 98,,,1,연100000원,2022-02-23,2025-02-22,연중무휴,10:00,15:00,10:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 창원시 진해구청,055-719-7890,2022-11-16,5670000,경상남도 창원시
아라미르CC마르코스,3,경상남도,창원시 진해구,경상남도 창원시 진해구 수제로36,경상남도 창원시 진해구 제덕동 898,,,1,0,2021-11-17,2025-12-31,연중무휴,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,,,,,,,,,,,,,,,,,10:00,17:00,주류,경상남도 창원시 진해구청,055-548-4561,2022-11-16,5670000,경상남도 창원시
경성대학교,6,부산광역시,남구,"부산광역시 남구 수영로 309, 경성대학교 27호관 중앙도서관 광장 앞 (대연동)",부산광역시 남구 대연동 산 37-1,,,1,0,2022-05-10,2022-05-13,운영종료(축제기간 중 한시적 운영),10:00,20:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경성대학교,051-663-5701,2022-11-21,3310000,부산광역시 남구
궁평항,99,경기도,화성시,경기도 화성시 서신면 궁평항로 1069-31,,37.1174028111,126.6814653457,24,0,2021-02-08,2023-02-07,연중무휴,09:00,23:59,09:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 화성시청 위생정책과,031-5189-3045,2022-11-15,5530000,경기도 화성시
제부마리나,08,경기도,화성시,경기도 화성시 서신면 해안길 477,,37.17525159,126.6281605,2,0,2022-04-08,2023-09-28,연중무휴,09:00,23:59,09:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 화성시청 위생정책과,031-5189-3045,2022-11-15,5530000,경기도 화성시
장안휴게소,07,경기도,화성시,경기도 화성시 장안면 평택시흥고속도로 7,,37.09250707,126.8447422993,1,0,2022-01-04,2023-01-08,연중무휴,09:00,23:59,09:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 화성시청 위생정책과,031-5189-3045,2022-11-15,5530000,경기도 화성시
수원대학교,06,경기도,화성시,경기도 화성시 정남면 세자로 288,,37.1920328913,126.9839265343,1,0,2022-03-18,2023-02-21,연중무휴,09:00,23:59,09:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 화성시청 위생정책과,031-5189-3045,2022-11-15,5530000,경기도 화성시
동학산근린공원,04,경기도,화성시,,경기도 화성시 석우동 29-3,37.2206741814,127.0791304845,1,0,2019-01-01,2023-12-31,연중무휴,09:00,23:59,09:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 화성시청 위생정책과,031-5189-3045,2022-11-15,5530000,경기도 화성시
상무시민공원,4,광주광역시,서구,광주광역시 서구 상무공원로 101,광주광역시 서구 치평동 1162,35.15339511,126.8410975,0,연 173940,2021-08-01,2023-07-31,연중무휴,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,19:00,10:00,17:00,10:00,17:00,영업신고 외 품목 판매금지,광주광역시 서구청,062-350-4938,2022-11-21,3600000,광주광역시 서구
공공기관 행사장,99,경기도,광주시,"경기도 광주시 곤지암읍 경충대로 729, 팀업캠퍼스 푸드트럭존",경기도 광주시 곤지암읍 삼리 430 팀업캠퍼스 푸드트럭존,,,1,0,2018-12-07,2023-06-22,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,"경기도 광주시 고불로 87 (태전동, 태전 효성해링턴 플레이스)",경기도 광주시 태전동 705 태전 효성해링턴 플레이스,,,1,0,2022-08-01,2024-07-30,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,"경기도 광주시 고불로 87 (태전동, 태전 효성해링턴 플레이스)",경기도 광주시 태전동 705 태전 효성해링턴 플레이스 정문경비실 옆,,,1,0,2021-10-01,2022-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,경기도 광주시 초월읍 경충대로 1065 (초월롯데캐슬아파트),경기도 광주시 초월읍 쌍동리 390 초월롯데캐슬아파트,,,1,0,2020-03-18,2020-04-17,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,"경기도 광주시 고불로 87 (태전동, 태전 효성해링턴 플레이스)",경기도 광주시 태전동 705 태전 효성해링턴 플레이스 정문경비실 옆,,,1,0,2021-05-20,2022-05-19,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,"경기도 광주시 고불로 87 (태전동, 태전 효성해링턴 플레이스)",경기도 광주시 태전동 705 태전 효성해링턴 플레이스(정문경비실 옆),,,1,0,2021-03-01,2021-06-30,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,경기도 광주시 곤지암읍 평촌길 20 (킴스빌리지아파트),경기도 광주시 곤지암읍 삼리 125-1 킴스빌리지아파트,,,1,0,2022-03-09,2023-03-08,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,경기도 광주시 초월읍 현산로 69 (대주 피오레),경기도 광주시 초월읍 도평리 259 대주 피오레,,,1,0,2021-05-24,2023-05-16,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,"경기도 광주시 순암로36번길 70 (역동, 이편한세상 광주역 2단지)",경기도 광주시 역동 244 이편한세상 광주역 2단지,,,1,0,2021-06-02,2023-04-20,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,"경기도 광주시 회안대로 637-35 (탄벌동, 경남아너스빌 1단지)",경기도 광주시 탄벌동 765 경남아너스빌 1단지,,,1,0,2022-03-10,2022-09-01,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
아파트,99,경기도,광주시,"경기도 광주시 회안대로 350-12 (태전동, 태전지웰)",경기도 광주시 태전동 694 태전지웰,,,1,0,2022-06-27,2023-12-31,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
공공기관 행사장,99,경기도,광주시,"경기도 광주시 곤지암읍 경충대로 727, 광주도자기엑스포장 야외주차장",경기도 광주시 곤지암읍 삼리 72-1 광주도자기엑스포장 야외주차장,,,1,0,2022-08-26,2022-08-28,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
공공기관 행사장,99,경기도,광주시,"경기도 광주시 곤지암읍 경충대로 727, 광주도자기엑스포장 야외주차장",경기도 광주시 곤지암읍 삼리 72-1 광주도자기엑스포장 야외주차장,,,1,0,2022-08-26,2022-08-28,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
동해웰빙스포츠타운길,3,강원도,동해시,강원도 동해시 덕골길 10,,37.5160609512,129.1021986249,,월 46970원,2017-03-02,2022-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,강원도 동해시청,033-539-3500,2022-10-02,4210000,강원도 동해시
쭌스스낵,2,경기도,연천군,,경기도 연천군 연천읍 고문리 산 21,38.0703444092,127.1286007481,1,0,2022-10-05,2024-09-16,없음,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,술,경기도 연천군청,031-839-2234,2022-11-04,4140000,경기도 연천군
청양공설운동장,8,충청남도,청양군,충청남도 청양군 청양읍 청산로 257-19,충청남도 청양군 청양읍 백천리 산 69-5,36.4622926,126.8102944,1,연 7150원,2021-07-01,2022-06-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군청,041-940-2184,2022-11-02,4590000,충청남도 청양군
칠갑산오토캠핑장,8,충청남도,청양군,충청남도 청양군 대치면 까치내로 710,충청남도 청양군 대치면 작천리 30-29,36.39572454,126.863183,1,연 35800원,2021-07-01,2022-06-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군청,041-940-2184,2022-11-02,4590000,충청남도 청양군
청양군민체육관,8,충청남도,청양군,충청남도 청양군 청양읍 충절로 1204,충청남도 청양군 청양읍 송방리 371,36.45368677,126.7946154,1,연 87400원,2021-07-01,2022-06-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군청,041-940-2184,2022-11-02,4590000,충청남도 청양군
치즈체험장,8,충청남도,청양군,충청남도 청양군 비봉면 여사길 18-17,충청남도 청양군 비봉면 양사리 산 99,36.48953279,126.7587885,1,0,2018-08-01,2023-07-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군청,041-940-2184,2022-11-02,4590000,충청남도 청양군
북서울꿈의숲(코로나19로 인한 미개방),4,서울특별시,강북구,서울특별시 강북구 월계로173,서울특별시 강북구 번동 83-2,37.62025563,127.0443254,0,연 19810원,2021-11-02,2022-11-02,일요일,00:00,00:00,00:00,00:00,,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,,,북서울꿈의숲,02-2289-4011,2022-09-13,3080000,서울특별시 강북구
의성조문국사적지,04,경상북도,의성군,,경상북도 의성군 금성면 대리리 377 - 2,36.2739594,128.6769328,1,23570원/년(번호2-5),2021-12-10,2024-12-09,연중무휴,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,,경상북도 의성군 보건소,054-830-6171,2022-10-11,5150000,경상북도 의성군
독산역 2번출구 앞 광장,8,서울특별시,금천구,서울특별시 금천구 벚꽃로 115(가산동),서울특별시 금천구 가산동 717,37.46598732,126.8895142,3,1584550,2020-04-01,2022-03-31,트럭별 상이,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,07:00,22:00,주류,지역경제과,02-2627-1306,2022-09-07,3170000,서울특별시 금천구
가야진사공원(원동A),5,경상남도,양산시,,경상남도 양산시 원동면 용당리 566,35.3683620243,128.9043933187,1,공시지가(원) × 면적 × 1(년) × 0.015,2021-01-01,2022-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2823,2022-09-23,5380000,경상남도 양산시
서룡공원(서룡A),5,경상남도,양산시,경상남도 양산시 원동면 뻘등길 185,경상남도 양산시 원동면 서룡리 586-3,35.3373721221,128.9569285754,1,공시지가(원) × 면적 × 1(년) × 0.015,2021-01-01,2022-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2823,2022-09-23,5380000,경상남도 양산시
서룡공원(서룡B),5,경상남도,양산시,,경상남도 양산시 원동면 서룡리 586-3,35.3373721221,128.9569285754,1,공시지가(원) × 면적 × 1(년) × 0.015,2021-01-01,2022-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2823,2022-09-23,5380000,경상남도 양산시
황산공원(황산A),5,경상남도,양산시,,경상남도 양산시 물금읍 물금리 640-12,35.3104406739,128.9780632197,1,공시지가(원) × 면적 × 1(년) × 0.015,2021-01-01,2022-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2823,2022-09-23,5380000,경상남도 양산시
황산공원(황산B),5,경상남도,양산시,,경상남도 양산시 물금읍 물금리 214,35.2980833412,128.9895415315,1,공시지가(원) × 면적 × 1(년) × 0.015,2021-01-01,2022-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2823,2022-09-23,5380000,경상남도 양산시
황산공원(황산C),5,경상남도,양산시,경상남도 양산시 물금읍 낙동로 295-19,경상남도 양산시 물금읍 물금리 171-4,35.3017308251,128.9895949139,1,공시지가(원) × 면적 × 1(년) × 0.015,2021-08-01,2023-07-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2823,2022-09-23,5380000,경상남도 양산시
황산공원(황산D)),5,경상남도,양산시,,경상남도 양산시 물금읍 증산리 1088-1,35.2917822298,129.0005108,1,공시지가(원) × 면적 × 1(년) × 0.015,2021-01-01,2022-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2823,2022-09-23,5380000,경상남도 양산시
가산공원,5,경상남도,양산시,,경상남도 양산시 동면 가산리 759,35.2942638970,129.0190240180,1,공시지가(원) × 면적 × 1(년) × 0.015,2021-01-01,2022-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,양산시,055-392-2823,2022-09-23,5380000,경상남도 양산시
공공기관 행사장,99,경기도,광주시,"경기도 광주시 곤지암읍 경충대로 727, 광주도자기엑스포장",경기도 광주시 곤지암읍 삼리 72-1 광주도자기엑스포장,,,1,0,2018-04-27,2018-05-13,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
공공기관 행사장,99,경기도,광주시,"경기도 광주시 곤지암읍 경충대로 727, 광주도자기엑스포장 대공연장",경기도 광주시 곤지암읍 삼리 72-1 광주도자기엑스포장 대공연장,,,1,0,2018-04-27,2018-05-13,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
공공기관 행사장,99,경기도,광주시,"경기도 광주시 곤지암읍 경충대로 729, 팀업캠퍼스 푸드트럭존",경기도 광주시 곤지암읍 삼리 430 팀업캠퍼스 푸드트럭존,,,1,0,2018-11-19,2023-06-22,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시,031-760-5939,2022-10-06,5540000,경기도 광주시
우치공원,4,광주광역시,북구,광주광역시 북구 우치로677(생용동),광주광역시 북구 생용동 산127-2,35.22431388,126.8942421,1,연 60000원,2018-04-19,2024-10-08,평일,10:00,19:00,10:00,19:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,광주광역시 우치공원,062-613-5860,2022-10-07,6290000,광주광역시
가회면 월계리,99,경상남도,합천군,,경상남도 합천군 가회면 월계리 산88,35.4898083,128.0501257,1,0,2022-05-06,2022-05-15,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 합천군청,055-930-3317,2022-10-31,5480000,경상남도 합천군
대병면 회양리,2,경상남도,합천군,,경상남도 합천군 대병면 회양리 700-21,35.5237727,128.0175208,1,699470,2022-07-04,2023-06-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 합천군청,055-930-3317,2022-10-31,5480000,경상남도 합천군
가야면 가야산로,2,경상남도,합천군,경상남도 합천군 가야면 가야산로 1160,,35.7668038,128.1366952,6,0,2022-10-28,2022-11-13,월+화+수+목+금,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 합천군청,055-930-3317,2022-10-31,5480000,경상남도 합천군
