로컬푸드인증번호,인증유효시작일자,인증유효종료일자,인증취소일자,사업장도로명주소,사업장지번주소,생산지도로명주소,생산지지번주소,품목명,재배면적,재배규모,인증부여일자,사업자명,사업자등록번호,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
HYG-109,2020-11-01,2030-11-01,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 백전면 서백길 19,,곡물강정+산삼견과정+오미자랑,,17,2020-11-01,만석지기,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-110,2020-11-01,2030-11-01,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 수동면 수남로 621,,고추부각+김부각,,19,2020-11-01,미덤푸드,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-111,2020-11-01,2030-11-01,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 함양읍 삼휴길 134-1,,고추장+된장+간장,,21,2020-11-01,별빛담은마을,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-112,2020-11-01,2030-11-01,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,,경상남도 함양순 안의면 신안리 289,사과,,22,2020-11-01,서당골사과원,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-113,2020-11-01,2030-11-01,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 함양읍 함양로 928,,국수+마스크팩+샴푸+산삼주,,23,2020-11-01,산삼수,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-114,2020-11-01,2030-11-01,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 함양읍 대실길 69-7,,무말랭이+아주까리잎+토마토+열매마,,25,2020-11-01,선도농장,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-080,2018-02-09,2028-02-09,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 유림면 옥동길 3-3,,지리산 배도라지 생강청,,75,2018-02-09,지리산홍화인,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-081,2018-02-09,2028-02-09,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 백전면 백운로 116,,백봉령,,38,2018-02-09,운림농원,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-082,2018-03-20,2028-03-20,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 마천면 백무동로 329,,도라지,,55,2018-03-20,참샘산방,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-083,2018-04-26,2028-04-26,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 함양읍 삼봉로 442-14,,산머루즙골드,,65,2018-04-26,하미앙,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-084,2018-05-16,2028-05-16,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 마천면 천왕봉로 1172,,블루베리진액+상황버섯진액,,16,2018-05-16,지리산마천농업협동조합,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-085,2018-06-15,2028-06-15,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 백전면 백운로 116,,하늘과맞닿은 사과즙 도라지배즙,,38,2018-06-15,운림농원,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-086,2018-06-15,2028-06-15,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 병곡면 병곡지곡로85-79,,냉동산딸기,,34,2018-06-15,함양오디마루,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-087,2018-06-15,2028-06-15,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 수동면 수안길 195,,적양파+양파,,15,2018-06-15,딸기엄마 양파아빠,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-088,2018-07-13,2028-07-13,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 수동면 수안길 195,,감자,,15,2018-07-13,딸기엄마 양파아빠,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-089,2018-08-14,2028-08-14,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 함양남서로996-48,,수박,,,2018-08-14,정충익,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
HYG-090,2018-08-14,2028-08-14,,경상남도 함양군 수동면 산업단지길 209+경상남도 함양군 수동면 우명하교로 174,,경상남도 함양군 유림면 옥동길 3-3,,지리산 꾸찌봉잎차,,75,2018-08-14,지리산홍화인,,070-7779-2122,경상남도 함양군청,2022-11-23,5460000,경상남도 함양군
2022-04-0007,2022-07-04,2024-07-03,,,,경기도 화성시 비봉면 남이로 231,,산딸기,,,2022-07-04,안희선,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0026,2022-07-04,2024-07-03,,,,경기도 화성시 서신면 백미길 243-3,,"마늘, 열무, 양파",,,2022-07-04,신선옥,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0027,2022-07-04,2024-07-03,,,,경기도 화성시 남양읍 남양로 1376-5,,"치커리, 상추, 열무, 배추, 호박, 대파, 호박잎",,,2022-07-04,선우미영,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0028,2022-07-04,2024-07-03,,,,경기도 화성시 서신면 백미길 225-9,,"마늘, 고추",,,2022-07-04,김진호,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0029,2022-07-04,2024-07-03,,,,경기도 화성시 서신면 궁평항로 1310-10,,"고추, 마늘",,,2022-07-04,정인달,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0030,2022-07-04,2024-07-03,,,,경기도 화성시 서신면 백미길 256-6,,"마늘, 양파",,,2022-07-04,최중순,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0008,2022-07-07,2024-07-06,,,,경기도 화성시 송산면 공룡로385번길 25,,포도,,,2022-07-07,이호무,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0009,2022-07-07,2024-07-06,,,,경기도 화성시 장안면 온수골1길 93,,블루베리,,,2022-07-07,박현정,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0010,2022-07-07,2024-07-06,,,,경기도 화성시 서신면 박고지길 20-25,,블루베리,,,2022-07-07,정명희,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0011,2022-07-07,2024-07-06,,,,경기도 화성시 서신면 오얏리길 16-8,,복숭아,,,2022-07-07,정용칠,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-03-0005,2022-07-08,2024-07-07,,,,경기도 화성시 우정읍 구슬2길 39-19,,토종빨강강낭콩,,,2022-07-08,이상미,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0031,2022-07-11,2024-07-10,,,,경기도 화성시 경기대로 1192-28,,고추,,,2022-07-11,김우근,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-08-0012,2022-07-14,2024-07-13,,,,경기도 화성시 팔탄면 건달산로111번길 20,,새송이,,,2022-07-14,오권석,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-02-0015,2022-07-15,2024-07-14,,,,경기도 화성시 정남면 문학로 23-4,,감자,,,2022-07-15,김연자,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-03-0006,2022-07-15,2024-07-14,,,,경기도 화성시 정남면 문학로 23-4,,완두,,,2022-07-15,김연자,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0012,2022-07-15,2024-07-14,,,,경기도 화성시 매송면 야목서길 147-18,,"살구, 복숭아",,,2022-07-15,용환엽,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0032,2022-07-15,2024-07-14,,,,경기도 화성시 정남면 문학로 23-4,,당근,,,2022-07-15,김연자,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0033,2022-07-15,2024-07-14,,,,경기도 화성시 우정읍 물미길 86,,노각오이,,,2022-07-15,윤덕식,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0013,2022-07-19,2024-07-18,,,,경기도 화성시 우정읍 물미길 86,,"바이오체리, 사과대추",,,2022-07-19,윤덕식,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0034,2022-07-19,2024-07-18,,,,경기도 화성시 비봉면 미륵골로 54-16,,"들깻잎, 참외, 토마토, 호박, 오이, 고추, 대파",,,2022-07-19,이도순,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0035,2022-07-19,2024-07-18,,,,경기도 화성시 향남읍 마곡동길 196-23,,대파,,,2022-07-19,김용민,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-07-0001,2022-07-21,2024-07-20,,,,경기도 화성시 장안면 상두원길86번길 65,,메리골드,,,2022-07-21,이미순,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0014,2022-07-25,2024-07-24,,,,경기도 화성시 봉담읍 가마골길 25-12,,블루베리,,,2022-07-25,황정범,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0036,2022-08-01,2024-07-31,,,,경기도 화성시 비봉면 미륵골로 54-16,,"참외, 고추, 들깻잎",,,2022-08-01,박주열,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0015,2022-08-02,2024-08-01,,,,경기도 화성시 송산면 백곡로 130,,포도,,,2022-08-02,이희구,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-10-0035,2022-08-04,2024-08-03,,,,경기도 화성시 우정읍 국화길 20,,"가리비, 굴",,,2022-08-04,김용일,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-01-0002,2022-08-08,2024-08-07,,,,경기도 화성시 비봉면 남이로 256-20,,옥수수,,,2022-08-08,박영희,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0016,2022-08-08,2024-08-07,,,,경기도 화성시 서신면 궁평항로 1310-10,,포도,,,2022-08-08,정인달,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0017,2022-08-08,2024-08-07,,,,경기도 화성시 송산면 공룡로241번길 62-5,,포도,,,2022-08-08,유무철,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0037,2022-08-08,2024-08-07,,,,경기도 화성시 비봉면 남이로 256-20,,"개구리참외, 복수박, 사과참외, 들깻잎",,,2022-08-08,박영희,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0038,2022-08-08,2024-08-07,,,,경기도 화성시 서신면 영지길 113-11,,고추,,,2022-08-08,이승덕,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0017,2022-05-23,2024-05-22,,,,,경기도 화성시 우정읍 52-31,딸기,,,2022-05-23,문성일,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0018,2022-05-23,2024-05-22,,,,,경기도 화성시 장안면 286,토마토+오이,,,2022-05-23,라경권,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-08-0009,2022-05-23,2024-05-22,,,,,경기도 화성시 봉담읍 25-12,목이,,,2022-05-23,황정범,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0019,2022-05-31,2024-05-30,,,,,경기도 화성시 봉담읍 25-12,아스파라거스,,,2022-05-31,황정범,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0020,2022-05-31,2024-05-30,,,,,경기도 화성시 매송면 147-18,아스파라거스,,,2022-05-31,용환엽,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-08-0010,2022-05-31,2024-05-30,,,,,경기도 화성시 팔탄면 431-16,표고,,,2022-05-31,공선행,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0001,2022-06-08,2024-06-07,,,,,경기도 화성시 송산면 545-4,체리,,,2022-06-08,김기태,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0021,2022-06-10,2024-06-09,,,,,경기도 화성시 비봉면 231,아스파라거스,,,2022-06-10,안희선,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-08-0011,2022-06-10,2024-06-09,,,,,경기도 화성시 비봉면 231,표고,,,2022-06-10,안희선,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-02-0004,2022-06-14,2024-06-13,,,,,경기도 화성시 팔탄면 990,감자,,,2022-06-14,신현국,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-02-0005,2022-06-14,2024-06-13,,,,,경기도 화성시 장안면 1185-19,"감자, 고구마",,,2022-06-14,최은순,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-02-0006,2022-06-14,2024-06-13,,,,,경기도 화성시 매송면 225-1,감자,,,2022-06-14,강정화,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0022,2022-06-14,2024-06-13,,,,,경기도 화성시 장안면 56-8,마늘,,,2022-06-14,민병두,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0023,2022-06-14,2024-06-13,,,,,경기도 화성시 팔탄면 990,"토마토, 방울토마토, 양파",,,2022-06-14,신현국,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-02-0007,2022-06-20,2024-06-19,,,,,경기도 화성시 장안면 447-6,감자,,,2022-06-20,이봉연,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0002,2022-06-20,2024-06-19,,,,,경기도 화성시 서신면 1321,블루베리,,,2022-06-20,정순구,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0003,2022-06-20,2024-06-19,,,,,경기도 화성시 장안면 140-59,블루베리,,,2022-06-20,전유원,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0004,2022-06-20,2024-06-19,,,,,경기도 화성시 향남읍 59,오디,,,2022-06-20,김동수,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0005,2022-06-20,2024-06-19,,,,,경기도 화성시 서신면 10,오디,,,2022-06-20,정용락,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0024,2022-06-20,2024-06-19,,,,,경기도 화성시 우정읍 24-3,마늘,,,2022-06-20,조금환,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-05-0025,2022-06-20,2024-06-19,,,,,경기도 화성시 장안면 447-6,"마늘, 양파, 고수",,,2022-06-20,이봉연,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-02-0008,2022-06-24,2024-06-23,,,,,경기도 화성시 향남읍 78-13,홍감자,,,2022-06-24,김상욱,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-02-0009,2022-06-24,2024-06-23,,,,,경기도 화성시 향남읍 136,감자,,,2022-06-24,최정욱,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
2022-04-0006,2022-06-24,2024-06-23,,,,,경기도 화성시 장안면 44,블루베리,,,2022-06-24,김선근,,,경기도 화성시청,2022-11-21,5530000,경기도 화성시
