육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
천곡보도육교,일반국도,7번,동해대로,강원도 동해시 동해대로,37.527552,129.105132,32,5,,4.5,4,,,N,없음,,,,1992-07-01,N,양호,제한없음,,정기점검,2021-11-03,강원도 동해시,2022-10-07,4210000,강원도 동해시
다수육교,일반국도,국4호,영남대로,경상북도 김천시 영남대로 1286,36.126111,128.077782,32.1,5,0,5,3.5,0,0,N,없음,0,없음,0,,N,보통,제한없음,없음,정기점검,2021-09-09,경상북도 김천시청,2022-09-23,5060000,경상북도 김천시
지좌2육교,일반국도,국4호,영남대로,경상북도 김천시 영남대로 1996-4,36.118764,128.147093,30,5.2,0,4.9,3.4,3,0,N,없음,0,없음,0,2014-03-19,N,보통,제한없음,없음,정기점검,2021-09-09,경상북도 김천시청,2022-09-23,5060000,경상북도 김천시
신촌육교,지방도,지방도514호,아포대로,경상북도 김천시 신촌길 170-3,36.141117,128.116673,95,5,0,5,2,0,0,N,없음,0,없음,0,,N,보통,제한없음,없음,정기점검,2021-09-09,경상북도 김천시청,2022-09-23,5060000,경상북도 김천시
신음육교,시도,,시청로,경상북도 김천시 시청로 148,36.125354,128.169147,32.1,5,0,5,3.5,0,0,N,없음,0,없음,0,,N,보통,제한없음,없음,정기점검,2021-09-09,경상북도 김천시청,2022-09-23,5060000,경상북도 김천시
평화육교,일반국도,국4호,김천로,경상북도 김천시 김천로 119,36.122942,128.115125,240,7.5,0,10,3.5,0,0,Y,승강기,2,없음,0,1994-09-12,N,보통,제한없음,없음,정기점검,2021-11-11,경상북도 김천시청,2022-09-23,5060000,경상북도 김천시
신기육교,기타,,시청7길,경상북도 김천시 신음동 920-3,36.135036,128.113991,32.8,10.8,0,10,5,0,0,Y,승강기,2,없음,0,2021-09-30,N,보통,제한없음,없음,정기점검,2021-09-30,경상북도 김천시청,2022-09-23,5060000,경상북도 김천시
대평육교,시도,,만석로,경기도 수원시 장안구 만석로68번길 7,37.29743078,126.9898152,35,5,,5,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2021-06-21,경기도 수원시 장안구청,2022-09-30,3740000,경기도 수원시
연꽃육교,시도,,정자천로,경기도 수원시 장안구 정자천로 187,37.2965283,126.9954537,35,5,,5,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2021-06-21,경기도 수원시 장안구청,2022-09-30,3740000,경기도 수원시
sk보행육교,시도,,이목로,경기도 수원시 장안구 이목로 24-25,37.3095764,126.9864004,66.3,5,,4.8,6,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-06-21,경기도 수원시 장안구청,2022-09-30,3740000,경기도 수원시
천천보행육교,시도,,정자로,경기도 수원시 장안구 정자로42번길 52,37.29877142,126.981574,72,6,,6,3.5,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-06-21,경기도 수원시 장안구청,2022-09-30,3740000,경기도 수원시
고색육교,일반국도,43번,매송고색로,경기도 수원시 권선구 매송고색로 681,37.25156123,126.9783835,30,5,,5,4,,,N,없음,,,,, ,양호,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
효정육교,시도,,동수원로,경기도 수원시 권선구 동수원로285번길 5,37.25513574,127.0349022,34.6,,,5,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
구운육교,일반국도,42번,구운로,경기도 수원시 권선구 구운로14번길 42,37.27874842,126.9758428,53.5,5,,4.8,4,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
농수산물센터육교,일반국도,42번,수인로,경기도 수원시 권선구 수인로 330,37.2857316,126.9687174,44.5,5,,5,4,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
서수원육교,일반국도,42번,수인로,경기도 수원시 권선구 수인로 291,37.28262997,126.9701183,50,5,,5,4,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
궁촌육교,시도,,덕영대로,경기도 수원시 권선구 덕영대로1323번길 26-14,37.24687115,127.0362901,65,5,,5,5.5,,,Y,경사로+엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
권선3지구육교,시도,,동탄원천로,경기도 수원시 권선구 동탄원천로813번길 16,37.24853085,127.0388384,84,5,,4.8,5,,,Y,경사로,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
상구운육교,시도,,서부로,경기도 수원시 권선구 서부로 1937,37.28301082,126.9667019,56,5,,5,4,,,Y,엘리베이터,,,,, ,보통,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
오현육교,시도,,서수원로,경기도 수원시 권선구 서수원로 220,37.24655721,126.9684672,21,5,,4,4,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
솔대육교,시도,,오목천로,경기도 수원시 권선구 오목천로152번길 45,37.2430291,126.9784643,34,5,,4,3,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
벌터보도육교,시도,,세화로,경기도 수원시 권선구 세화로161번길 6,37.26631532,126.993018,53,5,,5,3.8,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
동그라미육교,시도,,덕영대로,경기도 수원시 권선구 덕영대로 1357,37.2455422,127.0388226,234,5,,5,3.4,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-05-21,경기도 수원시 권선구청,2022-09-30,3740000,경기도 수원시
우림아파트앞 육교,일반국도,1호선,경기대로,경기도 오산시 경기대로 74,37.131121,127.072106,33,3,,3,3,1.2,,Y,경사로,,,,2005-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
가수초등학교앞 육교,기타,,가수로,경기도 오산시 가수로 50,37.147519,127.048101,17,4,,4,4,1.2,,Y,경사로,,,,2006-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
오산천 횡단 보도육교,기타,,오산천로,경기도 오산시 청학로 48,37.152578,127.064301,140,5,,5,5,1.2,,N,없음,,,,2007-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
고현초등학교앞 보도육교,지방도,310호선,시도,경기도 오산시 남부대로 459,37.132856,127.085193,26.76,3.5,,3.5,3.5,1.2,,Y,경사로,,,,2009-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
세교파출소앞 보도육교,기타,,수목원로,경기도 오산시 세마역로 5,37.180454,127.043843,56.1,4,,4,4,1.2,,Y,승강기점자블럭,2,,,2011-01-01,N,양호,제한없음,승강기보수,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
금암초앞 보도육교(8단지 옆),기타,,수목원로,경기도 오산시 수청로 204-20,37.178713,127.045499,39,4,,4,4,1.2,,Y,승강기점자블럭,2,,,2010-01-01,N,양호,제한없음,승강기보수,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
수청초등학교앞 보도육교,기타,,오산대역로,경기도 오산시 오산대역로 123,37.170033,127.056151,37,4,,4,4,1.2,,Y,승강기점자블럭,2,,,2010-01-01,N,양호,제한없음,승강기보수,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
16단지앞(국도1) 보도육교,일반국도,1호선,경기대로,경기도 오산시 내삼미로 109,37.172774,127.062813,39,4,,4,4,1.2,,Y,승강기점자블럭,2,,,2011-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
오산대역(국도1) 보도육교,일반국도,1호선,경기대로,경기도 오산시 청학로 236,37.169115,127.064049,44.4,4,,4,4,1.2,,Y,승강기점자블럭,2,,,2011-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
광성초교앞 보도육교,기타,,서부로,경기도 오산시 수목원로 577-18,37.183341,127.039203,46,4,,4,4,1.2,,Y,경사로,,,,2011-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
세마보도,기타,,세마역로,경기도 오산시 세마역로 60,37.184697,127.045565,70,6.8,,6.8,6.8,1.2,,N,없음,,,,2011-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
고인돌 공원 생태육교,기타,,수목원로,경기도 오산시 수목원로 430,37.173731,127.051093,39.9,30,,30,30,1.2,,N,없음,,,,2010-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
6단지앞 생태육교,기타,,여계산로,경기도 오산시 여계산로 21,37.173266,127.045171,25,30,,30,30,1.2,,N,없음,,,,2010-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
8단지앞 생태육교,기타,,수청로,경기도 오산시 수청로 166,37.178686,127.045504,32,50,,50,50,1.2,,N,없음,,,,2010-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
가장산업서북로 생태육교,기타,,가장산업서북로,경기도 오산시 가장산업서북로 39-58,37.168276,127.032291,25.8,30,,30,30,1.2,,N,없음,,,,2014-01-01,N,양호,제한없음,,정기점검,2019-12-28,경기도 오산시청,2022-09-13,4000000,경기도 오산시
삼미육교,기타,,북삼미로,경기도 오산시 북삼미로 175,37.192029,127.061532,41,4.8,,4.5,3.5,1.5,,Y,승강기점자블럭,2,,,2019-10-18,Y,양호,제한없음,,정기점검,2019-10-18,경기도 오산시청,2022-09-13,4000000,경기도 오산시
금천 보도교,시도,,범안로,서울특별시 금천구 범안로 1126,37.466615,126.897695,120,,,4.2,2,,,Y,엘리베이터,,없음,,2000-09-04, ,보통,제한없음,,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
석수역 앞 보도육교,시도,,시흥대로,서울특별시 금천구 시흥대로 6,37.43430825,126.903577,59,,,5,3.7,,,Y,엘리베이터,,없음,,2009-06-30, ,보통,제한없음,,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
남서울한양(아)앞 보도육교,구도,,벚꽃로,서울특별시 금천구 시흥대로 165,37.447902,126.900726,49.6,,,0,4.5,,,Y,엘리베이터,,없음,,2011-07-31, ,보통,제한없음,,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
가산한내 보도육교,시도,,서부간선도로,서울특별시 금천구 가산디지털2로 127-143,37.478621,126.876975,39.5,,,4.5,4.7,,,Y,점자블럭,,없음,,2007-12-24, ,보통,제한없음,,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
독산한내 보도육교,구도,,서해안고속도로,서울특별시 금천구 벚꽃로 73,37.462907,126.890424,46,,,4.5,5.7,,,Y,경사로,,없음,,2008-01-11, ,보통,제한없음,목재데크설치(246㎡),정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
두산초교앞 보도육교,시도,,범안로,서울특별시 금천구 범안로11길 3,37.467552,126.890943,26,,,4.3,4,,,Y,점자블럭,,없음,,1992-12-20, ,보통,제한없음,거더내부 및 계단 도장,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
한신(아)앞 보도육교,시도,,한내로,서울특별시 금천구 한내로 62,37.455396,126.888885,70,,,4.5,4,,,Y,엘리베이터,,없음,,1992-12-20, ,보통,제한없음,,정기점검,2021-12-16,서울특별시 금천구청,2022-08-25,3170000,서울특별시 금천구
경민아파트 앞 육교,지방도,1022번,황산로,경상남도 양산시 물금읍 황산로 707,35.3318253,129.0095561,,,,4.8,,,,N,없음,,,,2010-01-01,N,보통,제한없음,,정기점검,2022-05-03,경상남도 양산시청,2022-09-29,5380000,경상남도 양산시
대동 황토방 아파트 앞 육교,일반국도,35번,양산대로,경상남도 양산시 양주로 154,35.3363751,129.0361453,,,,5,,,,N,없음,,,,2010-01-01,N,보통,제한없음,,정기점검,2022-05-03,경상남도 양산시청,2022-09-29,5380000,경상남도 양산시
양곡육교3,지방도,356호선,양곡4로,경기도 김포시 양촌읍 양곡리 양곡4로,37.6625476,126.633914,33,,,5,4,1,,Y,경사로,2,없음,,2008-01-01,Y,보통,제한없음,,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
장기육교1,시도,,김포한강2로,경기도 김포시 장기동 김포한강2로,37.642871,126.664973,26,,,5,4.2,1,6,Y,승강기,2,없음,,2008-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
장기육교2,시도,,김포한강1로,경기도 김포시 장기동 김포한강1로,37.641566,126.666898,30,,,5,5.1,1,6,Y,승강기,2,없음,,2008-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
한가람육교,시도,,김포한강7로,경기도 김포시 구래동 김포한강7로,37.6372701,126.631322,37,,,4.5,5.5,1,44,N,없음,,없음,,2014-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
나비육교,시도,,김포한강3로,경기도 김포시 구래동 김포한강3로,37.641416,126.6301633,72,,,4.5,16,1,398,N,없음,,없음,,2014-01-01,Y,보통,제한없음,,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
솔터육교,시도,,김포한강3로,경기도 김포시 마산동 김포한강3로,37.6389349,126.636186,44,,,4.5,7.5,1,52,N,없음,,없음,,2014-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
은여울육교,시도,,김포한강3로,경기도 김포시 마산동 김포한강3로,37.6389349,126.636186,44,,,4.5,7.5,1,140,N,없음,,없음,,2014-01-01,Y,보통,제한없음,,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
고창육교,시도,,김포한강3로,경기도 김포시 장기동 김포한강3로,37.6421535,126.656937,40,,,4.5,5.5,1,194,Y,승강기,2,없음,,2014-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
수정육교,시도,,김포대로,경기도 김포시 운양동 김포대로,37.6475225,126.6774076,52,,,4.5,5.5,1,107,Y,승강기,2,없음,,2014-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
호수육교,시도,,김포한강5로,경기도 김포시 양촌읍 양곡리 김포한강5로,37.6514716,126.6285925,46,,,4.5,5.5,1,141,Y,승강기,2,없음,,2014-01-01,Y,보통,제한없음,바닥재 교체,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
은여울공원육교,시도,,김포한강8로,경기도 김포시 마산동 김포한강8로,37.6363621,126.6347321,24,,,4.5,7,1,,N,없음,,없음,,2016-03-31,Y,보통,제한없음,,정기점검,2022-06-30,경기도 김포시청 도로관리과,2022-11-02,4090000,경기도 김포시
터미널육교,기타,,금오대로,충청남도 예산군 예산읍 금오대로 35-14,36.6944597,126.8323637,37.9,0,13.5,4.8,0,0,0,Y,경사로,1,없음,0,1999-12-20,N,양호,제한없음,우레탄보도 정비 A=280㎡,정기점검,2022-06-30,충청남도 예산군청,2022-10-13,4610000,충청남도 예산군
은천초교 앞,시도,,은천로,서울특별시 관악구 은천로 66,37.48611421,126.942719,18,,,4.5,4,,,N,없음,,,,1997-07-24,N,보통,제한없음,배수구 교체+탄성포장,정기점검,2022-06-14,서울특별시 관악구청,2022-09-28,3200000,서울특별시 관악구
사당초교 앞,시도,,남부순환로,서울특별시 관악구 남부순환로 2030,37.4759153,126.9742651,33,,,4.5,4,,,N,없음,,,,1984-01-21,N,보통,제한없음,,정기점검,2022-06-14,서울특별시 관악구청,2022-09-28,3200000,서울특별시 관악구
